CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA

ESTACION  : 25015
NOMBRE    : CULIACAN (DGE)
ESTADO    : SINALOA
MUNICIPIO : CULIACAN
SITUACIÓN : OPERANDO
ORGANISMO : CONAGUA-DGE
CVE-OMM   : Nulo
LATITUD   : 024.792°
LONGITUD  : -107.390°
ALTITUD   : 39 m

           PRECIP  EVAP   TMAX   TMIN
  FECHA     (MM)   (MM)   (°C)   (°C)
08/01/1974  0.0     3.1     38.0    5.0   
09/01/1974  0.0     3.3     39.0    4.0   
10/01/1974  0.0     4.4     36.0    5.0   
11/01/1974  0.0     3.9     39.0    6.0   
12/01/1974  0.0     3.0     40.0    5.0   
13/01/1974  Nulo    3.9     Nulo    Nulo  
14/01/1974  0.0     3.6     40.0    5.0   
15/01/1974  0.0     3.7     39.0    4.0   
16/01/1974  0.0     2.4     41.0    4.0   
17/01/1974  0.0     2.1     37.0    4.0   
18/01/1974  0.0     2.0     34.0    3.0   
19/01/1974  0.0     2.4     36.0    3.0   
20/01/1974  Nulo    2.6     Nulo    Nulo  
21/01/1974  0.0     3.5     35.0    6.0   
22/01/1974  0.0     4.1     33.0    7.0   
23/01/1974  0.0     4.0     38.0    8.0   
24/01/1974  0.0     4.0     36.0    11.0  
25/01/1974  0.0     4.0     34.0    11.0  
26/01/1974  0.0     3.9     34.0    11.0  
27/01/1974  Nulo    4.2     Nulo    Nulo  
28/01/1974  0.0     5.2     37.0    12.0  
29/01/1974  0.0     4.5     37.0    11.0  
30/01/1974  0.0     4.2     38.0    12.0  
31/01/1974  0.0     4.5     38.0    11.0  
01/02/1974  Nulo    4.0     Nulo    Nulo  
02/02/1974  Nulo    4.4     38.0    11.0  
03/02/1974  Nulo    4.1     Nulo    Nulo  
04/02/1974  0.0     3.8     37.0    10.0  
05/02/1974  Nulo    3.1     Nulo    Nulo  
06/02/1974  0.0     2.3     37.0    11.0  
07/02/1974  0.0     4.4     37.0    11.0  
08/02/1974  0.0     4.8     37.0    10.0  
09/02/1974  0.0     4.7     37.0    11.0  
10/02/1974  Nulo    4.2     Nulo    Nulo  
11/02/1974  0.0     5.5     38.0    8.0   
12/02/1974  0.0     5.0     40.0    11.0  
13/02/1974  0.0     4.1     40.0    7.0   
14/02/1974  0.0     3.1     38.0    6.0   
15/02/1974  0.0     6.4     37.0    6.0   
16/02/1974  0.0     5.3     40.0    8.0   
17/02/1974  Nulo    5.0     Nulo    Nulo  
18/02/1974  0.0     5.5     38.0    6.0   
19/02/1974  0.0     5.1     39.0    9.0   
20/02/1974  0.0     4.8     36.0    11.0  
21/02/1974  0.0     4.9     36.0    10.0  
22/02/1974  0.0     5.3     39.0    8.0   
23/02/1974  0.0     4.1     42.0    7.0   
24/02/1974  Nulo    6.6     Nulo    Nulo  
25/02/1974  0.0     5.3     40.0    6.0   
26/02/1974  0.0     3.7     38.0    5.0   
27/02/1974  0.0     7.3     42.0    4.0   
28/02/1974  0.0     6.4     42.0    5.0   
01/03/1974  0.0     6.4     33.0    14.0  
02/03/1974  0.0     5.4     34.0    15.0  
03/03/1974  Nulo    5.1     Nulo    Nulo  
04/03/1974  0.0     4.7     32.0    14.0  
05/03/1974  0.0     6.4     33.0    13.0  
06/03/1974  0.0     5.5     34.0    14.0  
07/03/1974  0.0     6.3     34.0    13.0  
08/03/1974  0.0     4.2     33.0    14.0  
09/03/1974  0.0     5.7     33.0    15.0  
10/03/1974  Nulo    5.4     Nulo    Nulo  
11/03/1974  0.0     5.8     34.0    14.0  
12/03/1974  0.0     5.4     32.0    15.0  
13/03/1974  0.0     5.8     32.0    14.0  
14/03/1974  0.0     3.6     33.0    14.0  
15/03/1974  0.0     5.5     34.0    13.0  
16/03/1974  0.0     4.9     33.0    13.0  
17/03/1974  Nulo    6.5     Nulo    Nulo  
18/03/1974  0.0     5.8     34.0    14.0  
19/03/1974  0.0     6.5     33.0    12.0  
20/03/1974  2.0     7.4     35.0    13.0  
21/03/1974  Nulo    6.3     Nulo    Nulo  
22/03/1974  0.0     6.9     34.0    14.0  
23/03/1974  0.0     5.2     33.0    13.0  
24/03/1974  Nulo    3.6     Nulo    Nulo  
25/03/1974  0.0     7.7     34.0    14.0  
26/03/1974  0.0     6.6     35.0    15.0  
27/03/1974  0.0     6.7     36.0    14.0  
28/03/1974  0.0     7.9     35.0    15.0  
29/03/1974  0.0     5.8     37.0    15.0  
30/03/1974  0.0     7.9     36.0    15.0  
31/03/1974  Nulo    7.1     Nulo    Nulo  
01/04/1974  0.0     7.2     33.0    14.0  
02/04/1974  0.0     8.0     33.0    13.0  
03/04/1974  0.0     8.6     34.0    11.0  
04/04/1974  0.0     9.2     33.0    10.0  
05/04/1974  0.0     7.6     33.0    10.0  
06/04/1974  0.0     7.1     32.0    12.0  
07/04/1974  Nulo    8.6     Nulo    Nulo  
08/04/1974  0.0     10.0    33.0    10.0  
09/04/1974  0.0     8.9     33.0    10.0  
10/04/1974  0.0     8.6     33.0    11.0  
11/04/1974  0.0     8.1     33.0    12.0  
12/04/1974  0.0     8.7     34.0    10.0  
13/04/1974  0.0     8.3     35.0    12.0  
14/04/1974  Nulo    9.3     Nulo    Nulo  
15/04/1974  0.0     8.8     36.0    7.0   
16/04/1974  0.0     9.7     35.0    10.0  
17/04/1974  0.0     10.0    35.0    11.0  
18/04/1974  0.0     11.2    36.0    12.0  
19/04/1974  0.0     11.7    37.0    12.0  
20/04/1974  0.0     10.1    36.0    10.0  
21/04/1974  Nulo    10.6    Nulo    Nulo  
22/04/1974  0.0     9.0     36.0    12.0  
23/04/1974  0.0     8.4     35.0    14.0  
24/04/1974  0.0     7.4     35.0    16.0  
25/04/1974  0.0     8.1     34.0    16.0  
26/04/1974  0.0     8.9     36.0    13.0  
27/04/1974  0.0     10.0    36.0    13.0  
28/04/1974  Nulo    9.2     Nulo    Nulo  
29/04/1974  0.0     8.4     35.0    15.0  
30/04/1974  0.0     7.7     34.0    10.0  
01/05/1974  0.0     9.4     33.0    15.0  
02/05/1974  0.0     9.1     34.0    11.0  
03/05/1974  0.0     9.8     34.0    11.0  
04/05/1974  0.0     7.9     32.0    12.0  
05/05/1974  0.0     8.3     32.0    13.0  
06/05/1974  0.0     8.2     33.0    11.0  
07/05/1974  0.0     6.9     30.0    12.0  
08/05/1974  0.0     6.1     29.0    16.0  
09/05/1974  0.0     7.1     31.0    17.0  
10/05/1974  0.0     7.4     32.0    16.0  
11/05/1974  0.0     9.4     31.0    15.0  
12/05/1974  0.0     7.9     32.0    17.0  
13/05/1974  0.0     8.1     33.0    19.0  
14/05/1974  0.0     7.3     32.0    18.0  
15/05/1974  0.0     7.1     31.0    19.0  
16/05/1974  0.0     7.4     33.0    17.0  
17/05/1974  0.0     9.0     34.0    18.0  
18/05/1974  0.0     10.0    35.0    18.0  
19/05/1974  0.0     13.7    35.0    17.0  
20/05/1974  0.0     7.7     33.0    15.0  
21/05/1974  0.0     7.6     32.0    14.0  
22/05/1974  0.0     8.0     32.0    17.0  
23/05/1974  0.0     9.3     34.0    18.0  
24/05/1974  0.0     7.7     33.0    19.0  
25/05/1974  0.0     8.6     33.0    21.0  
26/05/1974  0.0     7.9     34.0    19.0  
27/05/1974  0.0     8.5     36.0    23.0  
28/05/1974  0.9     4.0     29.0    23.0  
29/05/1974  3.0     3.6     24.0    22.0  
30/05/1974  0.0     8.3     33.0    20.0  
31/05/1974  0.0     8.9     33.0    19.5  
01/06/1974  0.0     6.8     38.0    22.0  
02/06/1974  0.0     7.1     38.0    22.0  
03/06/1974  0.0     7.9     38.0    22.0  
04/06/1974  0.0     8.8     38.0    22.0  
05/06/1974  0.0     9.4     38.0    22.0  
06/06/1974  0.0     10.1    38.0    22.0  
07/06/1974  0.0     10.2    37.0    24.0  
08/06/1974  0.0     6.8     36.0    26.0  
09/06/1974  0.0     9.3     36.0    26.0  
10/06/1974  0.0     8.5     38.0    22.0  
11/06/1974  0.0     7.3     38.0    22.0  
12/06/1974  0.0     11.0    38.0    22.0  
13/06/1974  0.0     8.4     38.0    22.0  
14/06/1974  0.0     9.4     38.0    22.0  
15/06/1974  0.0     7.8     37.0    24.0  
16/06/1974  0.0     10.3    37.0    24.0  
17/06/1974  0.0     11.0    38.0    22.0  
18/06/1974  0.0     8.5     38.0    22.0  
19/06/1974  0.0     9.8     38.0    22.0  
20/06/1974  0.0     9.2     38.0    22.0  
21/06/1974  0.0     7.1     38.0    22.0  
22/06/1974  0.0     6.6     38.0    22.0  
23/06/1974  0.0     4.9     38.0    22.0  
24/06/1974  0.0     6.6     38.0    22.0  
25/06/1974  0.0     5.9     38.0    22.0  
26/06/1974  0.0     9.1     38.0    22.0  
27/06/1974  0.0     8.8     39.0    24.0  
28/06/1974  0.0     6.6     38.0    22.0  
29/06/1974  0.0     9.6     38.0    22.0  
30/06/1974  0.0     8.6     38.0    22.0  
01/07/1974  0.0     7.8     34.0    24.0  
02/07/1974  0.0     8.6     35.0    24.0  
03/07/1974  0.0     8.6     35.0    24.0  
04/07/1974  0.0     8.6     36.0    25.0  
05/07/1974  4.8     7.4     36.0    26.0  
06/07/1974  0.0     7.6     31.0    23.0  
07/07/1974  0.0     4.9     33.0    24.0  
08/07/1974  0.0     8.0     35.0    23.0  
09/07/1974  8.8     3.4     39.0    25.0  
10/07/1974  33.7    1.7     23.0    22.0  
11/07/1974  12.5    1.4     27.0    22.0  
12/07/1974  1.4     6.0     31.0    22.0  
13/07/1974  0.0     5.6     33.0    23.0  
14/07/1974  0.0     7.3     34.0    23.0  
15/07/1974  0.0     9.6     35.0    23.5  
16/07/1974  5.9     5.7     34.0    25.0  
17/07/1974  5.5     4.2     29.0    21.5  
18/07/1974  0.2     2.7     30.0    21.0  
19/07/1974  4.6     5.7     32.0    13.0  
20/07/1974  0.0     6.9     33.0    14.0  
21/07/1974  0.0     6.9     36.0    23.0  
22/07/1974  0.0     7.6     35.0    24.0  
23/07/1974  5.0     6.0     33.0    23.0  
24/07/1974  11.1    7.3     32.0    23.5  
25/07/1974  0.0     5.4     31.0    21.0  
26/07/1974  0.0     6.9     34.0    23.0  
27/07/1974  0.0     7.4     34.0    23.5  
28/07/1974  0.0     3.5     33.0    24.0  
29/07/1974  2.5     5.9     34.0    25.0  
30/07/1974  0.0     6.2     34.5    23.0  
31/07/1974  12.7    2.3     33.0    24.0  
01/08/1974  0.0     5.6     32.5    21.0  
02/08/1974  0.0     7.8     34.0    23.5  
03/08/1974  8.5     7.1     35.0    24.0  
04/08/1974  0.0     6.3     34.0    22.0  
05/08/1974  0.0     5.7     35.0    25.0  
06/08/1974  6.7     3.6     33.0    25.0  
07/08/1974  36.0    4.9     32.0    23.0  
08/08/1974  7.0     5.6     33.0    23.0  
09/08/1974  1.3     6.4     32.0    23.0  
10/08/1974  1.0     6.4     34.0    23.0  
11/08/1974  1.5     3.1     31.5    24.0  
12/08/1974  0.0     8.0     35.0    23.5  
13/08/1974  0.0     6.4     34.0    24.0  
14/08/1974  0.0     7.6     35.0    24.0  
15/08/1974  0.0     6.7     36.0    24.0  
16/08/1974  33.4    10.3    37.0    26.0  
17/08/1974  0.0     5.9     32.0    24.0  
18/08/1974  7.7     8.0     35.0    24.0  
19/08/1974  0.0     6.3     34.0    21.0  
20/08/1974  24.5    4.5     33.0    23.0  
21/08/1974  0.0     5.4     33.0    22.0  
22/08/1974  0.0     6.0     33.0    23.5  
23/08/1974  0.0     5.9     33.0    22.0  
24/08/1974  0.0     5.9     33.0    22.0  
25/08/1974  0.0     5.8     33.5    22.0  
26/08/1974  0.0     6.7     34.0    23.0  
27/08/1974  0.0     7.0     34.0    23.0  
28/08/1974  0.0     5.7     34.0    23.0  
29/08/1974  6.9     8.0     34.0    24.0  
30/08/1974  2.6     5.9     33.0    23.0  
31/08/1974  0.5     5.5     31.0    23.0  
01/09/1974  0.0     5.9     34.0    24.0  
02/09/1974  7.5     6.6     33.0    24.0  
03/09/1974  0.0     3.0     32.0    24.0  
04/09/1974  0.0     4.2     33.0    24.0  
05/09/1974  0.0     4.0     32.0    22.0  
06/09/1974  0.0     6.5     35.0    23.5  
07/09/1974  0.0     6.9     36.0    24.0  
08/09/1974  0.1     6.7     36.0    25.0  
09/09/1974  0.0     6.3     36.0    25.0  
10/09/1974  0.0     5.3     35.0    25.0  
11/09/1974  8.0     3.4     30.0    23.0  
12/09/1974  0.0     5.6     34.0    22.0  
13/09/1974  0.0     4.9     33.0    23.0  
14/09/1974  15.6    1.4     27.0    23.5  
15/09/1974  1.8     3.1     30.0    21.5  
16/09/1974  0.3     5.7     32.0    22.0  
17/09/1974  24.2    4.3     32.0    23.0  
18/09/1974  3.2     6.2     32.0    23.0  
19/09/1974  0.0     2.0     33.0    21.0  
20/09/1974  0.0     1.9     34.0    22.0  
21/09/1974  0.0     6.9     35.0    23.0  
22/09/1974  0.2     5.2     37.0    23.0  
23/09/1974  112.5   4.7     26.0    25.0  
24/09/1974  0.0     5.0     30.0    21.0  
25/09/1974  12.1    2.3     31.0    23.0  
26/09/1974  4.5     2.8     31.0    23.0  
27/09/1974  14.1    2.1     28.0    22.0  
28/09/1974  0.0     4.9     32.0    22.0  
29/09/1974  0.0     3.1     32.0    23.0  
30/09/1974  0.0     5.4     33.0    24.0  
01/10/1974  0.0     3.5     33.0    22.5  
02/10/1974  0.6     6.2     35.0    23.0  
03/10/1974  0.0     4.9     34.0    22.0  
04/10/1974  0.0     5.8     34.0    22.0  
05/10/1974  0.0     4.6     34.0    22.0  
06/10/1974  0.0     5.6     35.0    23.0  
07/10/1974  0.0     5.4     35.0    23.0  
08/10/1974  0.2     5.9     35.0    24.0  
09/10/1974  0.0     6.1     35.0    24.0  
10/10/1974  2.3     3.4     33.0    23.0  
11/10/1974  0.0     4.3     31.0    23.0  
12/10/1974  0.0     5.5     32.0    21.0  
13/10/1974  0.0     5.6     33.0    20.0  
14/10/1974  0.0     7.6     33.0    17.0  
15/10/1974  0.0     4.9     34.0    17.0  
16/10/1974  0.0     5.4     34.0    18.0  
17/10/1974  0.0     5.5     35.0    19.0  
18/10/1974  0.0     6.2     35.0    19.0  
19/10/1974  0.0     6.1     34.5    13.0  
20/10/1974  0.0     5.7     33.0    15.0  
21/10/1974  0.0     3.5     31.0    17.0  
22/10/1974  0.0     4.1     30.0    20.0  
23/10/1974  0.0     4.0     31.0    18.0  
24/10/1974  0.0     6.2     32.0    19.0  
25/10/1974  0.0     5.1     34.0    14.5  
26/10/1974  0.0     5.2     34.0    16.0  
27/10/1974  0.0     5.1     31.0    17.0  
28/10/1974  0.0     4.0     31.0    17.0  
29/10/1974  0.0     5.3     30.0    18.0  
30/10/1974  0.0     3.0     30.0    20.0  
31/10/1974  0.0     4.9     30.0    15.0  
01/11/1974  0.0     4.7     32.0    13.0  
02/11/1974  0.0     4.8     30.0    15.0  
03/11/1974  0.0     4.0     29.0    14.0  
04/11/1974  0.0     4.7     29.0    16.0  
05/11/1974  1.3     3.3     29.0    16.0  
06/11/1974  21.2    1.4     22.0    17.0  
07/11/1974  24.0    2.0     22.0    18.0  
08/11/1974  73.3    2.8     22.0    20.0  
09/11/1974  0.0     1.7     26.0    20.0  
10/11/1974  0.0     3.2     28.0    18.0  
11/11/1974  0.0     3.9     30.0    18.0  
12/11/1974  0.0     4.1     33.0    16.0  
13/11/1974  0.0     3.6     30.0    15.0  
14/11/1974  0.0     3.9     29.0    15.0  
15/11/1974  0.0     2.8     29.0    16.5  
16/11/1974  0.0     4.0     30.0    17.0  
17/11/1974  0.0     3.4     30.0    16.0  
18/11/1974  0.0     3.3     30.0    17.0  
19/11/1974  0.0     3.1     28.0    16.0  
20/11/1974  0.0     3.0     28.0    15.0  
21/11/1974  0.0     2.5     29.0    17.0  
22/11/1974  0.0     3.2     30.0    19.0  
23/11/1974  0.0     3.4     29.0    16.0  
24/11/1974  0.0     5.3     31.0    15.0  
25/11/1974  0.0     5.7     31.0    15.0  
26/11/1974  0.0     4.5     30.0    10.0  
27/11/1974  0.0     3.5     30.0    10.0  
28/11/1974  0.0     3.9     29.0    9.0   
29/11/1974  0.0     2.5     27.0    9.0   
30/11/1974  0.0     2.7     26.0    9.0   
01/12/1974  0.0     1.1     18.0    12.0  
02/12/1974  0.0     3.2     24.0    12.0  
03/12/1974  0.0     3.4     29.0    12.0  
04/12/1974  0.0     3.5     28.0    13.0  
05/12/1974  0.0     3.8     29.0    13.0  
06/12/1974  0.0     3.1     28.0    9.0   
07/12/1974  0.0     3.2     27.0    9.0   
08/12/1974  0.0     2.3     28.0    10.0  
09/12/1974  0.0     3.0     26.0    11.0  
10/12/1974  0.0     3.7     25.0    9.0   
11/12/1974  0.0     2.3     21.0    10.0  
12/12/1974  0.0     2.3     29.0    10.0  
13/12/1974  0.0     3.3     30.0    10.0  
14/12/1974  0.0     2.4     25.0    11.0  
15/12/1974  0.0     2.5     25.0    9.0   
16/12/1974  0.0     2.9     27.0    6.0   
17/12/1974  0.0     2.8     28.0    7.0   
18/12/1974  0.0     2.1     23.0    8.0   
19/12/1974  0.0     1.8     24.0    12.0  
20/12/1974  0.0     4.0     28.0    10.0  
21/12/1974  0.0     3.8     30.0    8.0   
22/12/1974  0.0     3.0     30.0    9.5   
23/12/1974  0.0     3.2     28.0    11.0  
24/12/1974  8.0     1.0     24.0    13.0  
25/12/1974  26.1    0.9     14.0    12.0  
26/12/1974  1.0     0.7     16.0    11.0  
27/12/1974  1.5     1.0     20.0    11.0  
28/12/1974  0.6     2.7     25.0    13.0  
29/12/1974  0.0     3.0     24.0    12.0  
30/12/1974  0.0     4.2     21.0    13.0  
31/12/1974  0.0     2.0     21.0    9.0   
01/01/1975  0.0     2.5     21.0    10.0  
02/01/1975  0.0     2.7     22.0    7.0   
03/01/1975  0.0     2.9     22.0    6.0   
04/01/1975  0.0     2.9     28.0    7.0   
05/01/1975  0.0     2.3     26.0    9.0   
06/01/1975  0.0     4.8     24.0    12.0  
07/01/1975  0.0     2.4     26.0    13.0  
08/01/1975  0.0     0.8     28.0    12.0  
09/01/1975  0.0     2.5     25.0    10.0  
10/01/1975  0.0     4.8     23.0    11.0  
11/01/1975  0.0     3.5     23.0    9.0   
12/01/1975  0.0     2.2     26.0    8.0   
13/01/1975  0.0     3.3     27.0    7.0   
14/01/1975  0.0     4.4     29.0    7.0   
15/01/1975  0.0     3.6     27.0    8.0   
16/01/1975  0.0     3.4     28.0    8.0   
17/01/1975  0.0     2.9     26.0    8.0   
18/01/1975  0.0     1.9     25.0    9.0   
19/01/1975  0.0     1.6     23.0    10.0  
20/01/1975  0.0     3.2     25.0    12.0  
21/01/1975  0.0     3.4     26.0    9.0   
22/01/1975  0.0     3.2     26.0    9.5   
23/01/1975  0.0     3.3     25.0    9.0   
24/01/1975  0.0     4.5     29.0    8.0   
25/01/1975  0.0     4.9     30.0    8.0   
26/01/1975  0.0     4.3     29.0    10.0  
27/01/1975  0.0     2.9     28.0    10.0  
28/01/1975  0.0     4.4     31.0    11.0  
29/01/1975  0.0     2.4     25.0    12.0  
30/01/1975  3.7     1.5     24.0    13.0  
31/01/1975  6.1     2.0     25.0    15.0  
01/02/1975  3.2     1.5     22.0    16.0  
02/02/1975  2.2     0.7     22.0    16.0  
03/02/1975  0.3     1.4     22.0    15.0  
04/02/1975  0.0     3.4     25.0    10.0  
05/02/1975  0.0     3.9     26.0    8.0   
06/02/1975  0.0     2.1     23.0    8.0   
07/02/1975  0.0     3.5     26.0    9.0   
08/02/1975  0.0     3.5     26.0    9.0   
09/02/1975  0.0     5.8     27.0    9.0   
10/02/1975  0.0     1.4     27.0    10.0  
11/02/1975  0.0     3.7     27.0    11.0  
12/02/1975  0.0     4.8     28.0    10.0  
13/02/1975  0.0     5.0     32.0    10.0  
14/02/1975  0.0     4.1     28.0    10.0  
15/02/1975  0.0     3.3     25.0    9.0   
16/02/1975  0.0     3.8     27.0    9.0   
17/02/1975  0.0     2.9     24.0    9.0   
18/02/1975  0.0     3.9     25.0    9.0   
19/02/1975  0.0     1.9     21.0    10.0  
20/02/1975  0.0     3.8     26.0    8.0   
21/02/1975  0.0     4.1     25.0    8.0   
22/02/1975  0.0     4.9     24.5    8.0   
23/02/1975  0.0     4.2     26.0    9.0   
24/02/1975  0.0     5.5     30.5    5.0   
25/02/1975  0.0     5.5     30.0    6.0   
26/02/1975  0.0     5.8     30.0    8.0   
27/02/1975  0.0     3.7     27.0    9.0   
28/02/1975  0.0     5.5     30.0    10.0  
01/03/1975  0.0     5.9     31.0    9.0   
02/03/1975  0.0     6.3     32.0    10.0  
03/03/1975  0.0     5.8     31.0    9.0   
04/03/1975  0.0     5.3     30.0    10.0  
05/03/1975  0.0     5.8     30.0    9.0   
06/03/1975  0.0     6.3     30.0    9.0   
07/03/1975  0.0     6.6     34.0    10.0  
08/03/1975  0.0     5.5     32.0    13.0  
09/03/1975  0.0     5.2     30.0    13.0  
10/03/1975  0.0     5.1     29.0    10.0  
11/03/1975  0.0     5.1     26.0    11.0  
12/03/1975  0.0     4.7     24.0    11.0  
13/03/1975  0.0     7.2     27.0    8.0   
14/03/1975  0.0     4.8     28.0    7.0   
15/03/1975  0.0     5.3     27.0    8.0   
16/03/1975  0.0     2.9     26.0    10.0  
17/03/1975  0.0     6.8     29.0    12.0  
18/03/1975  0.0     6.2     29.0    8.0   
19/03/1975  0.0     6.8     30.5    9.0   
20/03/1975  0.0     6.7     30.0    8.0   
21/03/1975  0.0     6.3     31.0    10.0  
22/03/1975  0.0     4.7     28.0    11.0  
23/03/1975  0.0     7.1     30.0    15.0  
24/03/1975  0.0     6.9     31.0    10.0  
25/03/1975  0.0     7.3     32.0    10.0  
26/03/1975  0.0     6.1     29.0    10.0  
27/03/1975  0.0     6.0     26.0    10.0  
28/03/1975  0.0     5.6     25.0    17.0  
29/03/1975  0.0     5.9     25.0    17.0  
30/03/1975  0.0     4.3     22.0    12.0  
31/03/1975  0.0     7.5     27.0    8.0   
01/04/1975  0.0     7.4     29.0    7.0   
02/04/1975  0.0     8.3     31.0    7.0   
03/04/1975  0.0     5.5     28.0    9.0   
04/04/1975  0.0     4.3     28.0    11.0  
05/04/1975  0.0     8.6     33.0    14.0  
06/04/1975  0.0     8.2     34.5    13.0  
07/04/1975  0.0     3.5     21.0    15.0  
08/04/1975  0.0     6.5     26.0    6.5   
09/04/1975  0.0     6.2     27.0    7.0   
10/04/1975  0.0     12.6    30.0    11.0  
11/04/1975  0.0     4.1     31.0    11.0  
12/04/1975  0.0     7.7     30.0    14.0  
13/04/1975  0.0     6.7     29.0    9.0   
14/04/1975  0.0     7.8     32.0    9.0   
15/04/1975  0.0     7.2     32.0    11.0  
16/04/1975  0.0     5.1     34.0    13.0  
17/04/1975  0.0     8.4     31.0    12.0  
18/04/1975  0.0     7.9     30.0    12.0  
19/04/1975  0.0     4.1     27.0    10.0  
20/04/1975  0.0     7.2     33.0    9.0   
21/04/1975  0.0     6.2     32.0    10.0  
22/04/1975  0.0     8.9     33.0    11.0  
23/04/1975  0.0     9.0     35.0    12.0  
24/04/1975  0.0     7.4     33.0    11.0  
25/04/1975  0.0     8.3     33.0    12.0  
26/04/1975  0.0     9.0     33.0    12.0  
27/04/1975  0.0     7.5     32.0    12.0  
28/04/1975  0.0     8.3     31.0    11.0  
29/04/1975  0.0     7.8     31.0    9.0   
30/04/1975  0.0     8.7     32.0    8.0   
01/05/1975  0.0     7.8     32.0    9.0   
02/05/1975  0.0     9.2     35.0    10.0  
03/05/1975  0.0     8.6     34.5    12.0  
04/05/1975  0.0     9.5     35.0    10.0  
05/05/1975  0.0     8.0     33.0    13.0  
06/05/1975  0.0     8.2     31.0    14.0  
07/05/1975  0.0     8.5     33.0    12.0  
08/05/1975  0.0     8.3     32.0    11.0  
09/05/1975  0.0     6.9     32.0    12.0  
10/05/1975  0.0     8.5     33.0    12.0  
11/05/1975  0.0     5.6     32.0    12.0  
12/05/1975  0.0     8.6     31.0    15.0  
13/05/1975  0.0     7.3     31.0    15.0  
14/05/1975  0.0     7.1     32.0    13.0  
15/05/1975  0.0     8.0     33.0    12.0  
16/05/1975  0.0     7.6     33.0    16.0  
17/05/1975  0.0     7.5     28.0    17.0  
18/05/1975  0.0     7.4     32.0    14.0  
19/05/1975  0.0     6.7     32.0    14.0  
20/05/1975  0.0     8.7     33.5    15.0  
21/05/1975  0.0     8.5     34.0    15.5  
22/05/1975  0.0     8.2     33.0    19.0  
23/05/1975  0.0     9.5     34.0    16.0  
24/05/1975  0.0     9.3     34.0    14.0  
25/05/1975  0.0     11.3    35.0    13.5  
26/05/1975  0.0     10.5    35.0    17.0  
27/05/1975  0.0     9.4     35.0    18.0  
28/05/1975  0.0     9.4     35.0    16.0  
29/05/1975  0.0     10.6    34.0    17.0  
30/05/1975  0.0     11.1    34.0    14.0  
31/05/1975  0.0     9.3     34.0    14.0  
01/06/1975  0.0     8.4     34.0    16.0  
02/06/1975  0.0     9.3     35.0    18.5  
03/06/1975  0.0     9.4     34.0    18.0  
04/06/1975  0.0     7.6     34.0    23.0  
05/06/1975  0.0     7.6     31.0    23.0  
06/06/1975  0.0     6.9     32.0    23.0  
07/06/1975  0.0     5.9     32.0    24.0  
08/06/1975  0.5     6.5     30.0    23.0  
09/06/1975  0.0     5.2     31.0    23.0  
10/06/1975  0.0     5.1     32.0    21.0  
11/06/1975  0.0     6.1     32.0    19.5  
12/06/1975  0.0     9.3     35.0    22.0  
13/06/1975  0.0     9.6     35.0    21.5  
14/06/1975  0.0     10.1    35.0    22.0  
15/06/1975  0.0     11.0    36.0    23.0  
16/06/1975  0.0     9.8     35.0    24.0  
17/06/1975  0.0     10.6    32.5    23.0  
18/06/1975  0.0     9.6     31.0    22.0  
19/06/1975  0.0     9.4     31.0    22.5  
20/06/1975  0.0     10.5    32.0    19.0  
21/06/1975  0.0     8.5     35.0    16.0  
22/06/1975  0.0     10.0    34.0    18.0  
23/06/1975  0.0     9.4     34.0    19.0  
24/06/1975  0.0     9.3     35.0    22.0  
25/06/1975  0.0     10.2    35.0    24.0  
26/06/1975  0.0     10.4    34.0    25.0  
27/06/1975  0.0     10.1    35.0    25.0  
28/06/1975  0.0     10.8    34.0    24.0  
29/06/1975  0.0     9.2     34.5    24.0  
30/06/1975  0.1     9.3     34.0    25.0  
01/07/1975  0.0     8.5     35.0    25.0  
02/07/1975  14.5    10.2    36.0    24.0  
03/07/1975  0.0     6.9     34.0    22.0  
04/07/1975  0.0     8.6     35.0    25.0  
05/07/1975  1.4     7.7     35.0    25.0  
06/07/1975  0.0     6.9     33.5    22.0  
07/07/1975  0.0     6.9     35.0    23.0  
08/07/1975  0.0     8.9     37.0    22.0  
09/07/1975  0.5     10.9    37.0    25.0  
10/07/1975  0.0     7.6     36.0    22.0  
11/07/1975  3.3     5.6     35.0    24.0  
12/07/1975  2.9     4.4     31.0    24.0  
13/07/1975  0.0     6.1     34.0    23.0  
14/07/1975  2.9     4.9     32.0    25.0  
15/07/1975  10.1    4.8     32.0    23.0  
16/07/1975  0.0     6.1     31.0    21.0  
17/07/1975  0.0     5.6     30.0    23.0  
18/07/1975  0.0     5.2     33.0    24.0  
19/07/1975  0.4     3.7     32.0    24.0  
20/07/1975  7.9     5.4     33.0    23.0  
21/07/1975  13.8    5.7     31.0    21.0  
22/07/1975  0.0     3.9     32.0    22.0  
23/07/1975  2.5     5.4     32.0    23.0  
24/07/1975  1.9     5.0     32.0    23.0  
25/07/1975  0.0     6.4     35.0    22.0  
26/07/1975  0.0     4.8     34.0    22.0  
27/07/1975  6.9     5.6     35.0    25.0  
28/07/1975  63.6    6.3     28.0    23.0  
29/07/1975  0.0     8.0     32.0    22.0  
30/07/1975  0.0     5.8     34.0    23.0  
31/07/1975  16.8    5.6     34.0    25.0  
